mean_Ax,std_Ax,median_Ax,cov_Ax,twf_perc_Ax,svf_perc_Ax,maxi_Ax,mini_Ax,skewness_Ax,kurt_Ax,mean_AY,std_AY,median_AY,cov_AY,twf_perc_AY,svf_perc_AY,maxi_AY,mini_AY,skewness_AY,kurt_AY,mean_Az,std_Az,median_Az,cov_Az,twf_perc_Az,svf_perc_Az,maxi_Az,mini_Az,skewness_Az,kurt_Az
4.95291,4.0815096,4.898711,2.020274632357919,2.3954843282699585,7.22236704826355,14.873312,-9.763903,[0.02124792 0.16107665 0.07513899],[ 0.22346163 -0.26469755 -0.07051182],4.95291,4.0815096,4.898711,2.020274632357919,2.3954843282699585,7.22236704826355,14.873312,-9.763903,[0.02124792 0.16107665 0.07513899],[ 0.22346163 -0.26469755 -0.07051182],4.95291,4.0815096,4.898711,2.020274632357919,2.3954843282699585,7.22236704826355,14.873312,-9.763903,[0.02124792 0.16107665 0.07513899],[ 0.22346163 -0.26469755 -0.07051182]
4.9262137,4.12243,5.159689,2.0303767748172468,2.7857531309127808,7.338489890098572,14.528534,-9.763903,[-0.2690797  -0.27698058 -0.2719161 ],[0.14479232 0.04633164 0.3925779 ],4.80713,4.29187,5.3248944,2.0716829190750934,2.4266099333763123,7.773053169250488,15.131894,-8.547605,[-0.48012903 -0.4459232  -0.5369697 ],[-0.08575821  0.01035142  0.07524538],4.9811387,4.0881453,5.1165915,2.0219162336858765,2.5116071105003357,8.0364248752594,15.131894,-8.547605,[-0.34232354 -0.32890317 -0.3520725 ],[0.06618452 0.0893693  0.09585786]
4.80713,4.29187,5.3248944,2.0716829190750934,2.4266099333763123,7.773053169250488,15.131894,-8.547605,[-0.48012903 -0.4459232  -0.5369697 ],[-0.08575821  0.01035142  0.07524538],4.924626,3.611586,5.0495515,1.9004173472957429,2.857581615447998,7.211592674255371,13.575608,-5.458975,[-0.1641915  -0.23206325 -0.22967042],[ 0.06123948  0.07289743 -0.05221534],4.827266,3.651646,5.1668715,1.910928020313421,2.766598701477051,7.445035815238953,13.7623625,-5.411089,[-0.4927166  -0.45753595 -0.43748608],[-0.15809965 -0.21105886 -0.16678023]
4.9811387,4.0881453,5.1165915,2.0219162336858765,2.5116071105003357,8.0364248752594,15.131894,-8.547605,[-0.34232354 -0.32890317 -0.3520725 ],[0.06618452 0.0893693  0.09585786],4.827266,3.651646,5.1668715,1.910928020313421,2.766598701477051,7.445035815238953,13.7623625,-5.411089,[-0.4927166  -0.45753595 -0.43748608],[-0.15809965 -0.21105886 -0.16678023],4.893859,3.6025774,5.353626,1.8980456917290571,2.5511128902435303,7.377995848655701,12.598739,-4.860403,[-0.42935023 -0.45037577 -0.41830915],[-0.20950556 -0.17156124 -0.24498725]
4.924626,3.611586,5.0495515,1.9004173472957429,2.857581615447998,7.211592674255371,13.575608,-5.458975,[-0.1641915  -0.23206325 -0.22967042],[ 0.06123948  0.07289743 -0.05221534],5.0132146,3.625367,5.166872,1.9040396335668113,2.5750558376312256,7.445035934448242,13.585185,-3.9793053,[-0.21024892 -0.167896   -0.17124747],[-0.30483723 -0.260211   -0.27545547],4.875064,3.644851,5.0160313,1.9091492789498088,2.3751328587532043,7.70242166519165,11.38723,-4.3767567,[-0.2559045  -0.27232873 -0.25921568],[-0.7335143  -0.67705274 -0.72439194]
4.850594,3.566618,5.248277,1.8885491695209426,2.83603298664093,7.318138599395752,13.575608,-5.458975,[-0.39359528 -0.44276246 -0.38317442],[-0.16444325 -0.09034753 -0.13189793],4.7826524,3.7648845,5.183632,1.9403310212160476,2.446961462497711,7.476161360740662,13.388853,-4.860403,[-0.34878793 -0.3793842  -0.34588432],[-0.3887341  -0.28247976 -0.37762356],4.7575364,3.4149418,4.6904087,1.847956110874857,2.13929545879364,7.3648271560668945,13.460682,-2.911453,[-0.06005303 -0.08321436 -0.06947973],[-0.7950475 -0.7968056 -0.8105042]
4.827266,3.651646,5.1668715,1.910928020313421,2.766598701477051,7.445035815238953,13.7623625,-5.411089,[-0.4927166  -0.45753595 -0.43748608],[-0.15809965 -0.21105886 -0.16678023],4.875064,3.644851,5.0160313,1.9091492789498088,2.3751328587532043,7.70242166519165,11.38723,-4.3767567,[-0.2559045  -0.27232873 -0.25921568],[-0.7335143  -0.67705274 -0.72439194],4.8262043,3.3068542,4.7957573,1.8184758035362678,2.7019529342651367,7.909527659416199,12.186921,-3.4908707,[-0.29297215 -0.3106582  -0.28367355],[-0.6468892  -0.60717297 -0.6392596 ]
4.770218,3.9208157,4.8244886,1.98010497354384,2.3595699667930603,7.509681463241577,13.7623625,-5.411089,[-0.21172823 -0.24424633 -0.20789686],[-0.40342236 -0.34349585 -0.37791634],4.9539,3.3791845,5.08786,1.8382558267232043,2.7223045229911804,7.333701252937317,14.317837,-2.710333,[0.08717186 0.01671794 0.04894018],[-0.34131646 -0.45600963 -0.33717608],5.3973455,1.8520228,4.4557686,1.3608904316905734,3.826070785522461,7.910724639892578,8.380005,3.1844018,[0.6121787  0.61398315 0.63364494],[-1.4997035 -1.502368  -1.4705726]
5.0132146,3.625367,5.166872,1.9040396335668113,2.5750558376312256,7.445035934448242,13.585185,-3.9793053,[-0.21024892 -0.167896   -0.17124747],[-0.30483723 -0.260211   -0.27545547],4.8194523,3.4530392,4.570694,1.858235498883692,2.291332721710205,7.864035964012146,13.829402,-2.911453,[0.02151861 0.0236632  0.0299886 ],[-0.7545996 -0.7547276 -0.7164209],5.4649124,1.6437523,4.5347795,1.2820890517050971,4.166059494018555,7.613832950592041,8.221982,3.711145,[0.6499952  0.64932895 0.6758584 ],[-1.4813137 -1.4826795 -1.4488772]
4.893859,3.6025774,5.353626,1.8980456917290571,2.5511128902435303,7.377995848655701,12.598739,-4.860403,[-0.42935023 -0.45037577 -0.41830915],[-0.20950556 -0.17156124 -0.24498725],4.8262043,3.3068542,4.7957573,1.8184758035362678,2.7019529342651367,7.909527659416199,12.186921,-3.4908707,[-0.29297215 -0.3106582  -0.28367355],[-0.6468892  -0.60717297 -0.6392596 ],5.5381455,1.3785404,4.97054,1.1741125996642607,4.2761969566345215,7.361235857009888,7.6952386,3.9840937,[0.51378083 0.51738113 0.5395485 ],[-1.499062  -1.4932902 -1.4711343]
4.7826524,3.7648845,5.183632,1.9403310212160476,2.446961462497711,7.476161360740662,13.388853,-4.860403,[-0.34878793 -0.3793842  -0.34588432],[-0.3887341  -0.28247976 -0.37762356],5.4026446,1.8461714,4.477317,1.3587388929037674,3.826070785522461,7.910724639892578,8.380005,3.1844018,[0.6118822  0.61417025 0.6402513 ],[-1.5012182 -1.4997281 -1.4721235],5.511497,1.4943335,5.2099686,1.2224293458644115,3.9745166301727295,7.336095809936523,8.006496,3.3376362,[0.3197214  0.30775848 0.32647008],[-1.4787503 -1.4804718 -1.4646192]
